customer_id,type,paperless_billing,payment_method,monthly_charges,total_charges,gender,senior_citizen,partner,dependents,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,churn,total_services
4992-LTJNE,Two year,No,Bank transfer (automatic),55.3,3983.6,Male,0,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,0,1
2202-OUTMO,Month-to-month,Yes,Bank transfer (automatic),60.85,2003.6,Female,0,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,0,2
0810-BDHAW,One year,No,Electronic check,78.4,1832.4,Female,0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,0,4
0229-LFJAF,Two year,No,Bank transfer (automatic),69.65,4908.25,Male,0,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,0,4
7131-ZQZNK,Two year,No,Credit card (automatic),59.85,3590.2,Female,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0,5
3442-ZHHCC,One year,Yes,Credit card (automatic),76.9,5023.0,Male,0,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,0,4
5726-CVNYA,Two year,Yes,Mailed check,19.85,146.6,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
9871-ELEYA,Two year,No,Credit card (automatic),67.65,2339.3,Female,0,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,0,4
4257-GAESD,Month-to-month,No,Credit card (automatic),45.0,298.7,Female,0,No,No,DSL,No,No,No,No,Yes,Yes,No,0,2
5173-WXOQV,Month-to-month,Yes,Mailed check,64.2,143.65,Male,0,Yes,No,DSL,No,Yes,No,Yes,No,Yes,No,0,3
2040-OBMLJ,One year,No,Credit card (automatic),81.7,2548.65,Male,0,No,No,Fiber optic,No,No,No,Yes,No,No,Yes,0,1
6286-ZHAOK,Month-to-month,Yes,Bank transfer (automatic),25.55,507.4,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,Yes,0,0
3807-XHCJH,Month-to-month,No,Electronic check,20.0,20.0,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
3009-JWMPU,One year,Yes,Electronic check,96.75,6125.4,Male,0,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1,3
5671-RQRLP,Two year,Yes,Credit card (automatic),75.65,5411.4,Female,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,0,0
1450-GALXR,Month-to-month,Yes,Electronic check,98.5,1058.25,Female,0,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,1,3
8859-AXJZP,Two year,Yes,Mailed check,23.8,903.8,Male,0,Yes,Yes,No internet Service,No,No,No,No,No,No,Yes,0,0
3174-AKMAS,Two year,Yes,Credit card (automatic),64.2,3009.5,Female,0,Yes,No,DSL,No,Yes,No,Yes,Yes,No,No,0,3
3138-BKYAV,Month-to-month,Yes,Electronic check,85.35,489.45,Male,0,No,No,Fiber optic,No,Yes,No,No,Yes,No,No,1,2
9926-PJHDQ,Two year,Yes,Bank transfer (automatic),76.8,5468.45,Female,0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,0,3
7382-DFJTU,Month-to-month,No,Credit card (automatic),55.2,1058.1,Male,0,No,No,DSL,No,No,Yes,Yes,No,No,No,0,2
2798-NYLMZ,Two year,Yes,Credit card (automatic),108.55,7616.0,Male,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,0,5
4289-DTDKW,Month-to-month,Yes,Electronic check,101.3,4113.1,Male,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,1,3
1820-TQVEV,Month-to-month,Yes,Electronic check,69.55,69.55,Male,0,No,No,Fiber optic,No,No,No,No,No,No,No,1,0
2239-JALAW,One year,Yes,Bank transfer (automatic),103.25,6017.65,Male,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1,4
4853-RULSV,Two year,Yes,Credit card (automatic),104.0,7250.15,Male,0,No,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,1,4
8098-TDCBU,Two year,No,Electronic check,25.25,1108.2,Female,0,Yes,No,No internet Service,No,No,No,No,No,No,Yes,0,0
3551-GAEGL,One year,No,Bank transfer (automatic),30.4,938.65,Male,0,Yes,Yes,DSL,Yes,No,No,No,No,No,No,0,1
4785-NKHCX,Month-to-month,No,Bank transfer (automatic),20.05,94.15,Male,1,No,No,No internet Service,No,No,No,No,No,No,No,0,0
3196-NVXLZ,Month-to-month,Yes,Mailed check,84.6,2088.05,Female,0,No,No,Fiber optic,No,No,No,No,Yes,No,Yes,0,1
6275-YDUVO,Month-to-month,Yes,Mailed check,86.2,178.7,Female,0,No,No,Fiber optic,No,No,Yes,No,No,Yes,No,1,2
0036-IHMOT,One year,Yes,Bank transfer (automatic),103.7,5656.75,Female,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,0,5
0115-TFERT,Month-to-month,Yes,Electronic check,111.2,2317.1,Male,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,1,5
4178-EGMON,Two year,Yes,Credit card (automatic),88.0,5986.45,Male,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,0,3
4220-TINQT,Month-to-month,Yes,Electronic check,106.35,6751.35,Female,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,0,4
5318-YKDPV,Two year,Yes,Credit card (automatic),79.15,3566.6,Male,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0,5
7975-TZMLR,One year,Yes,Electronic check,103.1,4889.3,Male,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,0,4
0295-QVKPB,Month-to-month,Yes,Credit card (automatic),63.95,318.1,Male,0,No,No,DSL,No,No,Yes,Yes,Yes,No,No,0,3
4335-BSMJS,Two year,Yes,Credit card (automatic),25.8,1563.95,Female,0,No,No,No internet Service,No,No,No,No,No,No,Yes,0,0
2311-QYMUQ,Month-to-month,Yes,Credit card (automatic),89.45,1430.25,Female,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,No,1,3
3643-AHCFP,Month-to-month,Yes,Bank transfer (automatic),95.6,644.35,Male,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,1,2
9146-JRIOX,Month-to-month,No,Mailed check,25.55,372.45,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,Yes,0,0
3104-OWCGK,One year,No,Electronic check,90.95,5453.4,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,No,1,3
5337-IIWKZ,Month-to-month,Yes,Electronic check,44.85,1442.6,Male,0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,No,0,3
9101-BWFSS,One year,No,Electronic check,108.55,5610.7,Female,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,1,5
9650-VBUOG,Two year,No,Credit card (automatic),25.05,963.95,Male,0,Yes,Yes,No internet Service,No,No,No,No,No,No,Yes,0,0
3487-EARAT,One year,No,Credit card (automatic),74.1,5222.3,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,0,5
2672-TGEFF,Month-to-month,Yes,Electronic check,88.8,3340.55,Female,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,0,2
9231-ZJYAM,Month-to-month,Yes,Electronic check,78.85,292.8,Female,1,No,No,Fiber optic,No,No,No,No,Yes,No,No,1,1
4250-WAROZ,Month-to-month,Yes,Electronic check,93.25,5774.55,Male,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,0,3
8184-WMOFI,One year,No,Credit card (automatic),71.4,4487.3,Male,0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No,0,4
6982-SSHFK,Month-to-month,No,Mailed check,44.4,44.4,Male,0,No,No,DSL,No,No,No,No,No,No,No,1,0
6092-QZVPP,Month-to-month,Yes,Credit card (automatic),79.2,2854.95,Male,0,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0,5
4625-LAMOB,Two year,No,Credit card (automatic),20.4,905.55,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
0727-BMPLR,One year,Yes,Electronic check,100.0,5509.3,Female,1,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1,3
0392-BZIUW,Two year,Yes,Credit card (automatic),105.0,7589.8,Female,0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,0,4
1038-ZAGBI,One year,No,Bank transfer (automatic),19.8,229.6,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,1,0
6549-NNDYT,Month-to-month,Yes,Bank transfer (automatic),30.85,394.1,Female,0,No,No,DSL,Yes,No,No,No,No,No,No,0,1
3027-ZTDHO,Month-to-month,Yes,Electronic check,89.9,89.9,Male,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,No,1,2
0422-OHQHQ,One year,No,Mailed check,20.55,295.95,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
6916-HIJSE,Two year,Yes,Bank transfer (automatic),84.85,5459.2,Female,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,6
2316-ESMLS,One year,No,Credit card (automatic),33.15,444.75,Female,0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,0,2
9778-OGKQZ,Two year,Yes,Credit card (automatic),92.0,6782.15,Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,6
7408-OFWXJ,Two year,No,Credit card (automatic),89.8,6510.45,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,6
6007-TCTST,Two year,Yes,Bank transfer (automatic),115.8,8476.5,Female,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,6
2252-NKNSI,Two year,Yes,Mailed check,85.15,4461.85,Male,0,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,0,5
8713-IGZSO,Month-to-month,No,Mailed check,24.85,62.0,Male,0,No,No,No internet Service,No,No,No,No,No,No,Yes,0,0
7905-TVXTA,Month-to-month,Yes,Electronic check,64.35,352.65,Female,0,No,No,DSL,Yes,No,No,Yes,Yes,No,No,0,3
7695-PKLCZ,Two year,No,Credit card (automatic),20.5,1424.9,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
2382-BCKQJ,One year,Yes,Electronic check,100.15,6413.65,Female,0,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1,3
8374-UULRV,Two year,No,Credit card (automatic),86.05,6309.65,Male,0,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,0,5
2207-NHRJK,Month-to-month,No,Electronic check,50.8,50.8,Male,0,No,No,DSL,No,Yes,No,No,No,No,No,1,1
3224-DFQNQ,One year,No,Electronic check,89.0,5898.6,Female,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,0,3
5275-PMFUT,Two year,Yes,Credit card (automatic),64.8,4719.75,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,6
4795-UXVCJ,One year,No,Credit card (automatic),19.8,457.3,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
9777-IQHWP,Two year,No,Bank transfer (automatic),93.4,5822.3,Male,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,0,3
0947-MUGVO,Month-to-month,Yes,Electronic check,73.65,1463.5,Male,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,No,1,1
9944-HKVVB,Month-to-month,Yes,Electronic check,95.1,307.4,Female,0,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,No,1,3
4124-MMETB,Month-to-month,Yes,Credit card (automatic),94.65,2104.55,Male,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,1,2
3671-SHRSP,Month-to-month,Yes,Mailed check,80.6,319.15,Male,0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,No,1,2
0979-MOZQI,Two year,Yes,Bank transfer (automatic),39.0,2337.45,Male,0,Yes,No,DSL,No,No,No,Yes,Yes,No,No,0,2
2732-ISEZX,Month-to-month,Yes,Mailed check,20.5,104.3,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
3313-QKNKB,One year,No,Electronic check,85.55,5084.65,Male,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,1,1
0323-XWWTN,Two year,Yes,Mailed check,26.4,121.25,Male,0,No,Yes,No internet Service,No,No,No,No,No,No,Yes,0,0
1937-OTUKY,Two year,Yes,Bank transfer (automatic),98.2,7015.9,Female,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Yes,0,4
1573-LGXBA,One year,Yes,Credit card (automatic),97.55,5598.0,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,0,4
1764-VUUMT,Two year,No,Credit card (automatic),19.95,1269.1,Male,0,No,Yes,No internet Service,No,No,No,No,No,No,No,0,0
5073-WXOYN,Month-to-month,Yes,Electronic check,50.8,3027.4,Female,0,No,No,DSL,No,Yes,No,No,Yes,Yes,No,1,3
4713-ZBURT,Two year,No,Bank transfer (automatic),99.7,4634.35,Male,0,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,0,3
3050-GBUSH,Month-to-month,Yes,Credit card (automatic),34.8,113.95,Female,0,No,No,DSL,No,No,No,No,Yes,No,No,0,1
0207-MDKNV,Month-to-month,No,Electronic check,105.1,1582.75,Female,0,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,1,5
7876-AEHIG,One year,No,Bank transfer (automatic),60.15,3077.0,Female,0,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0,5
7945-HLKEA,One year,No,Electronic check,64.75,4039.5,Female,0,No,No,DSL,Yes,No,Yes,Yes,No,No,Yes,0,3
9342-VNIMQ,Month-to-month,Yes,Bank transfer (automatic),54.65,1665.2,Male,0,No,No,DSL,No,Yes,No,No,No,No,Yes,0,1
9851-KIELU,Month-to-month,Yes,Electronic check,110.1,1043.3,Male,0,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,1,6
3523-BRGUW,One year,No,Credit card (automatic),19.3,504.2,Male,1,No,No,No internet Service,No,No,No,No,No,No,No,0,0
3908-BLSYF,Month-to-month,No,Electronic check,83.9,497.55,Female,0,No,No,Fiber optic,No,No,Yes,No,No,Yes,No,1,2
3199-NPKCN,One year,Yes,Electronic check,111.25,7511.65,Female,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,0,5
5170-PTRKA,One year,Yes,Credit card (automatic),35.8,1782.0,Female,0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,0,2
4661-NJEUX,Month-to-month,Yes,Mailed check,20.05,20.05,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
2123-AGEEN,Month-to-month,Yes,Electronic check,84.35,609.65,Female,1,No,No,Fiber optic,No,No,Yes,No,Yes,No,No,0,2
1258-YMZNM,One year,Yes,Bank transfer (automatic),110.5,2857.6,Female,1,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,0,5
0048-LUMLS,One year,No,Credit card (automatic),91.2,3247.55,Male,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,0,2
7549-MYGPK,Month-to-month,Yes,Electronic check,100.55,6215.35,Female,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,1,4
5898-IGSLP,Month-to-month,No,Electronic check,89.3,2823.0,Male,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Yes,0,3
3804-RVTGV,Month-to-month,Yes,Bank transfer (automatic),103.85,5017.9,Male,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1,4
6259-WJQLC,Month-to-month,Yes,Credit card (automatic),81.1,2619.25,Male,1,No,No,Fiber optic,No,No,Yes,No,No,No,Yes,0,1
9227-LUNBG,Month-to-month,No,Electronic check,24.6,24.6,Female,0,No,No,DSL,No,No,No,No,No,No,No,1,0
7997-EASSD,One year,Yes,Credit card (automatic),81.2,4965.1,Female,0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Yes,0,1
0730-KOAVE,Month-to-month,Yes,Credit card (automatic),94.3,2679.7,Male,0,No,No,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,0,3
8975-SKGRX,Two year,Yes,Bank transfer (automatic),116.1,8310.55,Male,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,6
0678-RLHVP,Two year,No,Electronic check,105.55,5682.25,Female,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,0,4
4315-MURBD,Month-to-month,Yes,Bank transfer (automatic),98.9,1120.95,Female,0,No,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,1,4
2267-FPIMA,Month-to-month,Yes,Credit card (automatic),94.4,4914.9,Male,0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,0,3
1051-GEJLJ,Month-to-month,No,Mailed check,19.5,27.55,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
9734-YWGEX,Month-to-month,No,Credit card (automatic),98.3,923.5,Female,0,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1,3
2719-BDAQO,Month-to-month,No,Electronic check,93.85,1625.65,Male,0,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,No,1,3
5285-MVEHD,One year,Yes,Credit card (automatic),105.6,6068.65,Female,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,0,5
0379-DJQHR,Two year,No,Credit card (automatic),81.35,5398.6,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,0,5
0781-LKXBR,Month-to-month,Yes,Electronic check,100.5,918.6,Male,1,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1,3
5543-QDCRY,Month-to-month,Yes,Electronic check,56.4,234.85,Male,0,No,No,DSL,No,No,No,No,Yes,No,No,0,1
0297-RBCSG,One year,Yes,Bank transfer (automatic),65.35,1231.85,Male,0,No,No,DSL,No,Yes,No,Yes,No,Yes,No,0,3
4694-PHWFW,Month-to-month,No,Mailed check,19.95,170.9,Female,0,No,Yes,No internet Service,No,No,No,No,No,No,No,0,0
0835-JKADZ,Two year,Yes,Electronic check,111.25,7984.15,Female,0,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,0,5
1907-UBQFC,Month-to-month,Yes,Electronic check,72.85,688.65,Male,1,No,No,Fiber optic,No,Yes,No,No,No,No,No,1,1
7508-SMHXL,Month-to-month,No,Credit card (automatic),89.0,1288.3,Female,1,No,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,0,2
3865-YIOTT,One year,Yes,Bank transfer (automatic),106.1,7848.5,Male,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,0,4
5993-BQHEA,One year,No,Credit card (automatic),20.05,267.0,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
6024-RUGGH,Two year,Yes,Bank transfer (automatic),25.2,1798.9,Male,0,Yes,Yes,No internet Service,No,No,No,No,No,No,Yes,0,0
6513-EECDB,Month-to-month,Yes,Electronic check,73.55,73.55,Male,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1,0
3956-CJUST,Month-to-month,Yes,Bank transfer (automatic),75.4,1643.55,Female,1,No,No,Fiber optic,Yes,No,No,No,No,No,No,0,1
4079-WWQQQ,Two year,Yes,Bank transfer (automatic),65.55,4807.45,Male,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,6
6103-BOCOU,Month-to-month,Yes,Electronic check,80.7,2193.0,Female,0,No,No,Fiber optic,No,No,Yes,No,No,No,Yes,0,1
5149-TGWDZ,One year,Yes,Mailed check,104.55,2239.4,Female,0,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,0,5
7471-WNSUF,One year,No,Bank transfer (automatic),24.15,1505.9,Male,0,Yes,No,No internet Service,No,No,No,No,No,No,Yes,0,0
8942-DBMHZ,Month-to-month,No,Mailed check,20.45,255.35,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
4301-VVZKA,Month-to-month,Yes,Electronic check,75.4,1189.4,Male,0,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,0,0
9199-PWQVC,One year,Yes,Credit card (automatic),79.7,4786.15,Female,0,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,0,4
4824-GUCBY,Month-to-month,No,Electronic check,81.7,1820.9,Female,1,No,No,Fiber optic,Yes,Yes,No,No,No,No,No,0,2
5393-HJZSM,Month-to-month,No,Bank transfer (automatic),76.3,2404.15,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,0,5
7074-IEVOJ,Month-to-month,Yes,Electronic check,79.4,205.05,Female,1,No,No,Fiber optic,No,Yes,No,No,No,No,Yes,1,1
9625-QSTYE,Month-to-month,Yes,Electronic check,81.15,952.3,Female,0,No,No,Fiber optic,No,Yes,Yes,No,No,No,No,1,2
0862-PRCBS,Two year,Yes,Credit card (automatic),103.75,7039.45,Female,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,0,4
8812-ZRHFP,One year,No,Electronic check,86.45,2538.05,Female,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,No,0,2
5146-CBVOE,Month-to-month,No,Bank transfer (automatic),75.1,1212.85,Female,0,No,No,Fiber optic,No,Yes,No,No,No,No,No,0,1
0454-OKRCT,Two year,No,Bank transfer (automatic),80.6,2651.1,Male,0,No,No,Fiber optic,No,Yes,No,Yes,No,No,No,0,2
5787-KXGIY,Two year,No,Credit card (automatic),19.3,1304.8,Male,0,Yes,No,No internet Service,No,No,No,No,No,No,No,0,0
4750-ZRXIU,Month-to-month,Yes,Electronic check,84.6,360.1,Female,1,No,No,Fiber optic,No,No,No,No,No,Yes,Yes,1,1
4198-VFOEA,One year,Yes,Mailed check,33.6,435.45,Female,0,No,No,DSL,Yes,No,No,Yes,No,No,No,0,2
6630-UJZMY,Month-to-month,Yes,Electronic check,83.25,308.05,Female,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,0,1
6400-BWQKW,Month-to-month,Yes,Electronic check,79.05,434.5,Female,0,No,No,Fiber optic,Yes,No,No,No,No,No,Yes,1,1
2692-AQCPF,One year,Yes,Credit card (automatic),108.05,7118.9,Female,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,0,5
0347-UBKUZ,Month-to-month,No,Mailed check,19.9,320.45,Female,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
0835-DUUIQ,One year,No,Bank transfer (automatic),21.05,531.55,Female,0,No,Yes,No internet Service,No,No,No,No,No,No,No,0,0
0811-GSDTP,Month-to-month,No,Electronic check,30.15,382.2,Female,0,No,Yes,DSL,No,Yes,No,No,No,No,No,0,1
7567-ECMCM,Month-to-month,Yes,Credit card (automatic),79.85,2001.0,Male,0,No,No,Fiber optic,No,No,No,No,No,Yes,No,0,1
6115-ZTBFQ,Two year,No,Bank transfer (automatic),65.5,4919.7,Female,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,6
6353-BRMMA,Month-to-month,Yes,Bank transfer (automatic),104.1,5645.8,Female,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,0,4
6680-WKXRZ,Month-to-month,No,Bank transfer (automatic),74.4,215.8,Female,0,No,No,Fiber optic,No,No,No,No,No,No,Yes,1,0
6231-WFGFH,Month-to-month,Yes,Mailed check,20.5,77.6,Male,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
9904-EHEVJ,Month-to-month,Yes,Mailed check,91.35,2896.55,Female,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,0,2
7028-DVOIQ,Month-to-month,Yes,Electronic check,99.05,3395.8,Male,1,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1,3
6169-PPETC,Two year,No,Bank transfer (automatic),20.5,759.35,Male,0,Yes,Yes,No internet Service,No,No,No,No,No,No,No,0,0
4208-UFFGW,Month-to-month,No,Mailed check,44.95,85.15,Male,1,No,No,DSL,No,No,No,No,No,No,No,1,0
8584-KMVXD,Month-to-month,No,Electronic check,75.6,535.55,Female,0,No,No,Fiber optic,No,Yes,No,No,No,No,No,0,1
8467-WYNSR,Month-to-month,No,Mailed check,55.1,1253.15,Male,0,No,No,DSL,Yes,No,No,Yes,No,No,No,0,2
0851-DFJKB,Month-to-month,No,Electronic check,58.95,955.15,Female,0,No,No,DSL,Yes,No,Yes,Yes,No,No,No,0,3
5382-SOYZL,Month-to-month,Yes,Electronic check,95.1,2162.6,Male,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,0,2
9448-REEVD,Month-to-month,No,Credit card (automatic),44.7,44.7,Male,0,Yes,No,DSL,No,No,No,No,No,No,No,1,0
3261-CQXOL,Two year,No,Bank transfer (automatic),25.45,1813.35,Female,0,Yes,Yes,No internet Service,No,No,No,No,No,No,Yes,0,0
8388-FYNPZ,Month-to-month,No,Electronic check,56.75,245.15,Male,0,No,No,DSL,Yes,No,Yes,No,No,No,No,0,2
4002-BQWPQ,Month-to-month,No,Bank transfer (automatic),81.75,2028.8,Male,0,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,0,5
5651-YLPRD,Month-to-month,Yes,Electronic check,86.1,2723.75,Female,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,No,0,2
2826-DXLQO,Month-to-month,No,Bank transfer (automatic),29.8,220.45,Male,1,Yes,No,DSL,Yes,No,No,No,No,No,No,0,1
4378-BZYFP,One year,Yes,Mailed check,20.5,365.8,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,0,0
9489-UTFKA,Month-to-month,No,Bank transfer (automatic),60.9,551.95,Male,1,Yes,No,DSL,Yes,No,No,No,Yes,No,No,0,2
4849-PYRLQ,Two year,No,Bank transfer (automatic),73.25,4054.2,Female,1,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,0,4
9117-SHLZX,Month-to-month,Yes,Mailed check,45.7,45.7,Male,0,No,No,DSL,No,No,No,No,No,No,No,1,0
9889-TMAHG,Month-to-month,No,Credit card (automatic),100.3,832.35,Male,1,No,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,No,1,4
4541-RMRLG,Month-to-month,No,Electronic check,19.25,112.3,Male,0,No,No,No internet Service,No,No,No,No,No,No,No,1,0
7764-BDPEE,Month-to-month,No,Mailed check,20.85,60.65,Male,0,No,Yes,No internet Service,No,No,No,No,No,No,No,0,0
3429-IFLEM,Two year,No,Credit card (automatic),77.35,5550.1,Female,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No,0,5
3158-MOERK,Month-to-month,Yes,Electronic check,96.0,174.8,Female,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,1,2
7294-TMAOP,Month-to-month,No,Electronic check,90.55,90.55,Female,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,No,1,2
5002-GCQFH,Month-to-month,Yes,Bank transfer (automatic),93.85,4733.1,Male,0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,0,3
0556-FJEGU,Two year,No,Bank transfer (automatic),70.1,4048.95,Male,0,No,No,DSL,No,Yes,Yes,Yes,Yes,No,No,0,4
8919-FYFQZ,Month-to-month,Yes,Electronic check,30.35,1359.7,Male,1,Yes,No,DSL,No,Yes,No,No,No,No,No,1,1
